OrganizationName,EducationBoard,ContactNo,Email,Website,StreetAddress,District,Zone,ContactAddress,CollegeAndUniCourses,Link,Funding,FacebookLink,GooglePlusLink,TwitterLink,YoutubeLink,OtherLinks
British Gurkha College,Tribhuvan University,"977-1-4017806, 4378483",bgc@graduate.org,http://www.britishgurkhacollege.com.np/,Bansbari       ,Kathmandu,Bagmati," British Gurkha College Bansbari, Kathmandu , Nepal PO Box: 8975 EPC 4139 SMS Service: Type bgc<space>info and Send to 4343","Bachelor of Business Studies (BBS),Bachelor of Arts-BA",http://edusanjal.com/college/british-gurkha-college,Private,,,,,
Ambition Academy Higher Secondary School,Tribhuvan University,"977- 1 -4463079, 4470880,",info@ambition.edu.np,http://ambition.edu.np/,"Old Baneshwor,         ",Kathmandu,Bagmati," Ambition Academy H S School Old Baneshwor, P O Box: 10743 Kathmandu,Nepal","B.Sc. Computer Science And Information Technology (B.SC. CSIT),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/ambition-academy-higher-secondary-school,Private,,,,,
Ed- Mark Academy Higher Secondary School,Tribhuvan University,"977-1-4270881, 4672759",info@edmark.edu.np,http://edmark.edu.np/,Kalanki       ,Kathmandu,Bagmati," Ed-Mark Academy H S School Kalanki -14, Kathmandu",Bachelor of Business Studies (BBS),http://edusanjal.com/college/ed-mark-academy-higher-secondary-school,Private,,,,,
Nepal Medical College,Kathmandu University,977-1-4911008,principal@nmcth.edu,http://www.nmcth.edu/,"Attarkhel, Jorpati       ",Kathmandu,Bagmati," Nepal Medical College Attarkhel, Jorpati","Bachelor of Medicine, Bachelor of Surgery (MBBS) ; 150; ; 4277300;,Bachelor of Science (B.Sc) in Nursing ; 954200;,Bachelor of Dental Surgery (BDS) ; 50; ; 1913000;,DM Nephrology ; 1;",http://edusanjal.com/college/nepal-medical-college,Private,,,,,
Nepalgunj Medical College,Kathmandu University,"977-81-521572, 522932, 523182",ngmc_npj@wlink.com.np,http://www.ngmc.edu.np/,Nepalgunj       ,Banke,Bheri," Head Office Lord Buddha Educational Acadamy Ltd. Nepalgunj Medical College B. P. Chowk, Nepalgunj (Nepal) Kathmandu Office PO Box No: 1011, Pacific Building Ramshah Path, Kathmandu Nepal Tel: 977-1-4434906 / 4433073 email: lbef@enet.com.np","Bachelor of Medicine, Bachelor of Surgery (MBBS) ; 150; ; 4400000;,PCL Nursing ; 40;",http://edusanjal.com/college/nepalgung-medical-college,Private,,,,,
Kathmandu Medical College,Kathmandu University,"977-1-4469064,4476152",info@kmc.edu.np,http://www.kmc.edu.np/,Sinamangal       ,Kathmandu,Bagmati," Kathmandu Medical College Teaching Hospital PO Box: 21266 Sinamangal, Kathmandu","Bachelor of Medicine, Bachelor of Surgery (MBBS) ; 150; ; 4270000;,Bachelor of Science (B.Sc) in Nursing ; 1109000;,Bachelor of Dental Surgery (BDS) ; 50; ; 1800000;",http://edusanjal.com/college/kathmandu-medical-college,Private,,,,,
Nobel Medical College,"CTEVT,Kathmandu University","977-21-460736, 461735",info@nobelmedicalcollege.com.np,http://www.nobelmedicalcollege.com.np/,Biratnagar       ,Morang,Koshi," Nobel Medical College Teaching Hospital and Research Centre (NMCTHRC), Kanchanbari, Biratnagar-5, Nepal Kathmandu Office NAME Building, Putalisadak Tel: 4252596, 9851014340 and 9803377213","Bachelor of Medicine, Bachelor of Surgery (MBBS) ; 150; ; 4165000;,PCL Nursing ; 40;,Certificate in Dental Science (Dental Hygeine) ; 40;,Certificate in Medical Laboratory Technology (CMLT) ; 30;,Diploma in Pharmacy ; 40;,Certificate in Diagnostic Radiography ; 30;,Bachelor of Dental Surgery (BDS) ; 1602500;,Bachelor of Science (B.Sc) in Nursing ; 1280000;",http://edusanjal.com/college/nobel-medical-college,Private,,,,,
College of Medical Sciences (CMS),"CTEVT,Kathmandu University",977-56-524203,info@cmsnepal.edu.np,http://www.cmsnepal.edu.np/,Bharatpur       ,Chitwan,Narayani,Bharatpur  Chitwan   Narayani,"Bachelor of Medicine, Bachelor of Surgery (MBBS) ; 135; ; 4800000;,Certificate in Diagnostic Radiography ; 30;,Certificate in Dental Science (Dental Hygeine) ; 40;,Certificate in Medical Laboratory Technology (CMLT) ; 30;,PCL Nursing ; 40; ; 396360;,Health Assistant (HA) ; 40; ; 246930;,Diploma in Pharmacy ; 40; ; 281656;,Bachelor of Science (B.Sc) in Nursing ; 1250000;,Bachelor of Dental Surgery (BDS) ; 50; ; 1950000;,DM Gastroenterology ; 1;,Doctor of Medicine (DM) Cardiology ; 1;,DM Neurology ; 1;,DM Nephrology ; 1;,M.Ch CTVS ; 1;,M.Ch Urology ; 1;,M.CH Neurosurgery ; 1;,M.Ch GI Surgery ; 1;",http://edusanjal.com/college/college-medical-sciences,Private,,,,,
Manipal College of Medical Science,"CTEVT,Kathmandu University","977-61-440600, 440387",admissions@manipalu.com,http://www.manipal.edu.np/,Pokhara       ,Kaski,Gandaki, Manipal College of Medical Science Pokhara,"Bachelor of Medicine, Bachelor of Surgery (MBBS) ; 150; ; 4400000;,PCL Nursing ; 40; ; 396360;,Bachelor of Science (B.Sc) in Nursing ; 1210000;,Doctor of Medicine (DM) Cardiology",http://edusanjal.com/college/manipal-college-medical-science,Private,,,,,
Chitwan Medical College (CMC),Tribhuvan University,977-56-532933,admin@cmc.edu.np,http://www.cmc.edu.np/,Bharatpur       ,Chitwan,Narayani, Chitwan School of Medical Sciences PO Box: 14 Bharatpur-10 Chitwan Nepal,"Bachelor of Medicine, Bachelor of Surgery (MBBS) ; 140; ; 3660250;,M.Sc. Clinical Microbiology ; 1;,Bachelor of Dental Surgery (BDS) ; 50;,Bachelor of Pharmacy ; 40;,Bachelor in Medical Laboratory Technology (BMLT) ; 20;,Bachelor of Science in Medical Imaging Technology (BMIT) ; 10;,B.Sc Nursing ; 30;,Bachelor of Nursing (BN) ; 40;,Bachelor of Public Health (BPH) ; 25;,MN Adult Nursing ; 13;,Master in Public Health (MPH) ; 7;,Certificate in Diagnostic Radiography ; 30;,Certificate in Medical Laboratory Technology (CMLT) ; 30;",http://edusanjal.com/college/chitwan-medical-college,Private,,,,,
Jubilant College,Tribhuvan University,"977-1-4272725, 4272511",info@jubilantcollege.edu.np,http://www.jubilantcollege.edu.np/,Kalimati       ,Kathmandu,Bagmati," Jubilant College GPO Box: 26234 Kalimati, Kathmandu, nepal",Bachelor of Business Studies (BBS),http://edusanjal.com/college/jubilant-college,Private,,,,,
Navodit College,Tribhuvan University,"977-1-4352273, 4360281",info@navodit.edu.np,http://www.navodit.edu.np/,Samakhusi       ,Kathmandu,Bagmati," Navodit College and Navodit Vidhya Kunja Higher Secondary School Samakhusi, Kathmandu","Bachelor of Business Studies (BBS),Bachelor of Arts-BA",http://edusanjal.com/college/navodit-college,Private,,,,,
Chakrabarti Habi Education Academy (College of Allied Health Science),"CTEVT,Purbanchal University",977-1-6637198,info@chbea.edu.np,http://www.chbea.edu.np/,Madhyapur Thimi       ,Bhaktapur,Bagmati,Madhyapur Thimi  Bhaktapur   Bagmati,"PCL Nursing ; 40; ; 396360;,Bachelor of Public Health (BPH) ; 40;,Bachelor of Science (B.Sc) in Nursing ; 20;,Post Basic Bachelor in Nursing (PBBN) ; 40;",http://edusanjal.com/college/chakrabarti-habi-education-academy-college-allied-health-science,Private,,,,,
Yeti Health Science Academy,"CTEVT,Purbanchal University","977-1-4428349, 4418134",info@yhsa.edu.np,http://www.yhsa.edu.np/,Maharajgunj       ,Kathmandu,Bagmati," Yeti Health Science Academy Sri Kanti Marga, Maharajganj Kathmandu, Nepal,","Bachelor of Science (B.Sc) in Nursing ; 20;,Post Basic Bachelor in Nursing (PBBN) ; 40;,Bachelor of Public Health (BPH) ; 40;,Certificate in Diagnostic Radiography ; 30;,Certificate in Medical Laboratory Technology (CMLT) ; 30;",http://edusanjal.com/college/yeti-health-science-academy,Private,,,,,
Sanjeevani Nursing College,"CTEVT,Purbanchal University",977-71-546651,snc@nec.com.np,http://www.sanjeevani.edu.np/,"Kalika Nagar, Butwal       ",Rupandehi,Lumbini," Sanjeevani Nursing COllege Butwal-12, Kalikanagar, Rupandehi Nepal","PCL Nursing,Bachelor of Public Health (BPH) ; 40;,Bachelor of Science (B.Sc) in Nursing ; 20;,Post Basic Bachelor in Nursing (PBBN) ; 40;",http://edusanjal.com/college/sanjeevani-nursing-college,Private,,,,,
Nepal Institute of Health Sciences (Stupa College),"CTEVT,Purbanchal University","977-1-4470224,4471676",info@nihs.edu.np,http://www.stupahealth.org.np/nihs/,Boudha       ,Kathmandu,Bagmati," Nepal Institute of Health Sciences Boudha Tushal, Kathmandu P.O.Box: 21749","PCL Nursing ; 40; ; 396360;,Health Assistant (HA) ; 40; ; 346923;,Diploma in Pharmacy ; 40; ; 281656;,Bachelor of Science (B.Sc) in Nursing ; 20;,Post Basic Bachelor in Nursing (PBBN) ; 40;,Bachelor of Public Health (BPH) ; 40;",http://edusanjal.com/college/nepal-institute-health-sciences,Private,,,,,
Kantipur Dental College,"CTEVT,Kathmandu University","977-1-4385910, 4385911",kdchktm@gmail.com,http://www.kantipurdental.edu.np/,Basundhara       ,Kathmandu,Bagmati," Kantipur Dental College Teaching Hospital and Research Center Basundhara, Ring Road,Kathmandu-3, Nepal G.P.O Box 19183","Bachelor of Dental Surgery (BDS) ; 50;,Diploma in Pharmacy ; 40;,Certificate in Dental Science (Dental Hygeine) ; 40;,MDS Community Dentistry ; 2250000;,MDS Oral Pathology ; 2250000;,MDS Orthodontics ; 2250000;,MDS Prosthodontics ; 2250000;",http://edusanjal.com/college/kantipur-dental-college,Private,,,,,
Karnali College of Health Science,Purbanchal University,"977-1-4481967,4470205",info@karnalicollege.edu.np,http://www.karnalicollege.edu.np/,"Ratopul, Gaushala       ",Kathmandu,Bagmati," Karnali College of Health Science Ratopul Gausala Ward no.7 Kathmandu, Nepal","Bachelor of Public Health (BPH) ; 40;,Bachelor of Pharmacy ; 30;",http://edusanjal.com/college/karnali-college-health-science,Private,,,,,
Om Health Campus,"CTEVT,Purbanchal University","977-1-4822451, 4812453",info@omcampus.edu.np,http://www.omcampus.edu.np/,Chabahil       ,Kathmandu,Bagmati," Om Health Campus Pvt. Ltd. Gopikrishnanagar, Chabahil-7, Kathmandu, Nepal.P.Box No. 20837","PCL Nursing ; 40; ; 396360;,Bachelor of Public Health (BPH) ; 40;,Bachelor of Science (B.Sc) in Nursing ; 20;,Post Basic Bachelor in Nursing (PBBN) ; 40;,Auxiliary Nurse Midwife (ANM) ; 40;",http://edusanjal.com/college/om-health-campus,Private,,,,,
National Medical College,"CTEVT,Tribhuvan University","977-51-532260,524320",info@nmcbir.edu.np,http://www.nmcbir.edu.np/,Birgunj       ,Parsa,Narayani," National Medical College P.O.Box: 78, Birgunj, Nepal","Bachelor of Medicine, Bachelor of Surgery (MBBS) ; 125; ; 3660250;,PCL Nursing ; 40; ; 396360;,B.Sc Nursing,Bachelor of Nursing (BN)",http://edusanjal.com/college/national-medical-college,Private,,,,,
Kantipur College of Medical Science (KCMS),"CTEVT,Tribhuvan University","977-1-4279723, 2171209",,http://www.kcms.edu.np/,Sitapaila       ,Kathmandu,Bagmati," Kantipur College of Medical Science Sitapaila, Kathmandu","Bachelor of Science (B.Sc) in Microbiology,M.Sc in Microbiology,Certificate in Medical Laboratory Technology (CMLT) ; 30;,Diploma in Pharmacy ; 40; ; 281656;",http://edusanjal.com/college/kantipur-college-medical-science,Private,,,,,
SANN International College,Purbanchal University,"977-1-4420509, 4430840",info@sann.edu.np,http://www.sann.edu.np/,Gairidhara       ,Kathmandu,Bagmati," SAAN International College Gairidhara, Kathmandu","Bachelor of Science (B.Sc) in Biotechnology,Bachelor of Business Administration (BBA)",http://edusanjal.com/college/sann-international-college,Private,,,,,
Innovative College of Health Science,Purbanchal University,977-1-4470586,,,Siphal       ,Kathmandu,Bagmati,Siphal  Kathmandu   Bagmati,Post Basic Bachelor in Nursing (PBBN) ; 40;,http://edusanjal.com/college/innovative-college-of-health-science,Private,,,,,
KIST Medical College,Tribhuvan University,"977-1-5201496, 5201680, 5201682",info@kistmcth.edu.np,http://www.kistmcth.edu.np/,"Gwarko, Imadol       ",Lalitpur,Bagmati," Kist Medical College Emadol, Gwarko, Lalitpur, Nepal","Bachelor of Medicine, Bachelor of Surgery (MBBS) ; 135; ; 3660250;,Bachelor of Dental Surgery (BDS) ; 40;",http://edusanjal.com/college/kist-medical-college,Private,,,,,
Cosmos International College,Cambridge University,977-61-541324,info@cosmos.edu.np,http://www.cosmos.edu.np/,"Gairapatan, Pokhara       ",Kaski,Gandaki," Cosmos International College Palikhe Chowk, Gairapatan, Pokhara","GCE A level Non-Science,GCE A level- Science",http://edusanjal.com/college/cosmos-international-college,Private,,,,,
Mahendra Morang Adarsha Multiple Campus,Tribhuvan University,977-21-471791,mmamc_brt@yahoo.com,http://www.mmamc.edu.np/,"Roadcyes Chwok, Biratnagar- 16       ",Morang,Koshi," Mahendra Morang Adarsha Multiple Campus Biratnagar, Nepal","M.Sc in Physics ; 60;,Bachelor of Business Studies (BBS),Bachelor of Science (B.Sc) General,Master of Public Administration-MPA,Bachelor of Arts-BA,Bachelor of Education (B.Ed),Master of Science (M.Sc) Chemistry,Master of Business Studies (MBS),Master of Arts (MA) in English,Bachelor of Business Administration (BBA) ; 64;",http://edusanjal.com/college/mahendra-morang-adarsha-multiple-campus,Private,,,,,
Lumbini Medical College,"CTEVT,Kathmandu University","977-75-520840, 9847028290, 9857028019",lumbinimedicalcollege@gmail.com,http://lmc.edu.np/,Tansen       ,Palpa,Lumbini," Lumbini Medical College Teaching Hospital and Research Center Pvt. Ltd GPO BOx: 05, Tansen, Palpa, Nepal Liaison Office: Erahiti, Dhungedhara, Kathmandu, Nepal Phone: 977-1-4880841 Mobile: 9841665301","PCL Nursing ; 40; ; 396360;,Bachelor of Medicine, Bachelor of Surgery (MBBS) ; 100; ; 4400000;,Bachelor of Science (B.Sc) in Nursing ; 1050000;",http://edusanjal.com/college/lumbini-medical-college,Private,,,,,
Kathmandu Academy,Cambridge University,977- 1- 4410 235,info@ktm.edu.np,http://ktm.edu.np/,Sano Gaucharan       ,Kathmandu,Bagmati, Kathmandu Academy P O Box 7240 Mahendra Bhawan Marg Sano Gaucharan Kathmandu,"GCE A level Non-Science,GCE A level- Science",http://edusanjal.com/college/kathmandu-academy,Private,,,,,
The British School,Cambridge University,977-1-5521794,tbs@tbs.edu.np,http://www.tbskathmandu.org/,Sanepa       ,Kathmandu,Bagmati," The British School Sanepa, Kathmandu PO Box: 566 Kathmandu, Nepal","GCE A level Non-Science,GCE A level- Science",http://edusanjal.com/college/british-school,Private,,,,,
Kathmandu Valley Higher Secondary School,Cambridge University,"977-1- 4016308, 4016058",kvs@htp.com.np,http://www.kvhss.edu.np/,Maharajgunj       ,Kathmandu,Bagmati," Kathmandu Valley H S School Maharajgunj, Kathmandu P.O. Box: 3997 Nepal","GCE A level Non-Science,GCE A level- Science",http://edusanjal.com/college/kathmandu-valley-higher-secondary-school,Private,,,,,
Namuna College of Fashion Technology,Purbanchal University,"977-1-4377201, 4377897",ncft@wlink.com.np,http://www.namuna.edu.np/,Bansbari       ,Kathmandu,Bagmati," Namuna College of Fashion Technology Bansbari, Kathmandu, Nepal GPO Box: 8975, EPC: 4144",Bachelor of Fashion Design (BFD),http://edusanjal.com/college/namuna-college-fashion-technology,Private,,,,,
Himalayan WhiteHouse International College,Purbanchal University,"977-1-4487562, 4494138",whitehouse@mail.com.np,http://www.whitehouse.edu.np/,"Subidhanagar, Tinkune       ",Kathmandu,Bagmati,"Subidhanagar, Tinkune  Kathmandu   Bagmati","Bachelor of Business Administration (BBA) ; 80;,Bachelor in Liberal Arts and Sciences ; 30;",http://edusanjal.com/college/himalayan-whitehouse-international-college,Private,,,,,
Lord Buddha Education Foundation (LBEF) Campus,Sikkim Manipal University,"977-1-4444356, 442443, 4411805",admission@lbef.org,http://www.lbef.org/,Maitidevi       ,Kathmandu,Bagmati," Lord Buddha Education Foundation College for Professional Studies LBEF Campus, Opposite Maitidevi Temple Kathmandu","Bachelor in Computer Applications (BCA),Bachelor of Business Administration (BBA),Bachelor of Science in Information Technology (B.Sc.IT),Bachelor of Science (B.Sc) in Applied Biotechnology",http://edusanjal.com/college/lord-buddha-education-foundation,Private,,,,,
College of Applied Food and Dairy Technology (CAFODAT),"CTEVT,Purbanchal University","01-4107144, 01-4107234",info@cafodat.edu.np,http://cafodat.edu.np/,Minbhawan       ,Kathmandu,Bagmati,Minbhawan  Kathmandu   Bagmati,"Bachelor of Dairy Technology,Bachelor of Food Technology,M.Sc in Nutrition and Dietetics,Diploma in Food/Dairy Technology ; 40;",http://edusanjal.com/college/college-applied-food-and-dairy-technology,Private,,,,,
Kantipur International College: College of Management,Purbanchal University,"977-1-4780564, 4783904",khmc@wlink.com.np,http://kantipurinternational.edu.np/,Buddhanagar       ,Kathmandu,Bagmati," Kantipur International College: School of ManagementBuddhanagar, New Baneshwor, Kathmandu","Bachelor of Hotel Management (BHM),Bachelor of Interior Design (BID),Bachelor of Hospitality and Catering Management (BHCM),Master of Hospitality Management (MHM),Bachelor of Business Administration (BBA),Master of Business Administration (MBA)",http://edusanjal.com/college/kantipur-international-college-college-management,Private,,,,,
