OrganizationName,EducationBoard,ContactNo,Email,Website,StreetAddress,District,Zone,ContactAddress,CollegeAndUniCourses,Link,Funding,FacebookLink,GooglePlusLink,TwitterLink,YoutubeLink,OtherLinks
Pathari Multiple Campus,Tribhuvan University,021-555480,,,"Pathari,         ",Morang,Koshi,"Pathari, Morang  Morang   Koshi","Bachelor of Arts-BA,Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/pathari-multiple-campus,Public,,,,,
Madi campus Sankhuwasabha,Tribhuvan University,029-680345,,,"Madi,         ",Sankhuwasabha,Koshi,"Madi, Sankhuwasabha  Sankhuwasabha   Koshi",Bachelor of Education (B.Ed),http://edusanjal.com/college/madi-campus-sankhuwasabha,Public,,,,,
Janajyoti Multiple Campus Sarlahi,Tribhuvan University,046-501436,,,"Lalbandi,         ",Sarlahi,Janakpur,"Lalbandi, Sarlahi  Sarlahi   Janakpur","Bachelor of Arts-BA,Bachelor of Education (B.Ed),Bachelor of Business Studies (BBS),Master of Education (M.Ed) General,B.Ed in Information Communication Technology",http://edusanjal.com/college/janajyoti-multiple-campus-sarlahi,Public,,,,,
Tamakoshi Campus,Tribhuvan University,048-620352,,,Khimti         ,Ramechhap,Janakpur,Khimti Ramechhap  Ramechhap   Janakpur,Bachelor of Education (B.Ed),http://edusanjal.com/college/tamakoshi-campus,Public,,,,,
Himganga Campus,Tribhuvan University,048-620425,,,"Sanghutar,         ",Ramechhap,Janakpur,"Sanghutar, Ramechhap  Ramechhap   Janakpur",Bachelor of Education (B.Ed),http://edusanjal.com/college/himganga-campus,Public,,,,,
Chaturbhujeshor Janta Campus,Tribhuvan University,046-530413,,,"Hariban,Sukhepokhari,        ",Sarlahi,Janakpur,"Hariban,Sukhepokhari,Sarlahi  Sarlahi   Janakpur","Bachelor of Arts-BA,Bachelor of Education (B.Ed),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/chaturbhujeshor-janta-campus,Public,,,,,
Sarlahi Campus,Tribhuvan University,046-520313,,,Malangawa       ,Sarlahi,Janakpur,Malangawa  Sarlahi   Janakpur,"Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed),Master of Education (M.Ed) General",http://edusanjal.com/college/sarlahi-campus,Public,,,,,
Prayageshwar Multiple Campus,Tribhuvan University,048-690091,,,"Pakarbas,         ",Ramechhap,Janakpur,"Pakarbas, Ramechhap  Ramechhap   Janakpur",Bachelor of Education (B.Ed),http://edusanjal.com/college/prayageshwar-multiple-campus,Public,,,,,
Siddheswar Education Public Campus,Tribhuvan University,048-620125,,,Bamti Bhandar         ,Ramechhap,Janakpur,Bamti Bhandar Ramechhap  Ramechhap   Janakpur,Bachelor of Education (B.Ed),http://edusanjal.com/college/siddheswar-education-public-campus,Public,,,,,
Shree Narayan Campus,Tribhuvan University,9724652201,,,"Ishowrpur,         ",Sarlahi,Janakpur,"Ishowrpur, Sarlahi  Sarlahi   Janakpur","Bachelor of Arts-BA,Bachelor of Education (B.Ed),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/shree-narayan-campus,Public,,,,,
Shubha Janta Multiple Campus,Tribhuvan University,9844035285,,,"Barahathawa,         ",Sarlahi,Janakpur,"Barahathawa, Sarlahi  Sarlahi   Janakpur","Bachelor of Education (B.Ed),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/shubha-janta-multiple-campus,Public,,,,,
Bhimjyoti Campus,Tribhuvan University,9844198624,,,"Bhimeshwar, Khurkot,         ",Sindhuli,Janakpur,"Bhimeshwar, Khurkot, Sindhuli  Sindhuli   Janakpur",Bachelor of Education (B.Ed),http://edusanjal.com/college/bhimjyoti-campus,Public,,,,,
Kusheshwar Bidhyapith Multiple Campus,Tribhuvan University,047-690533,,,"Kusheshwar,         ",Sindhuli,Janakpur,"Kusheshwar, Sindhuli  Sindhuli   Janakpur",Bachelor of Education (B.Ed),http://edusanjal.com/college/kusheshwar-bidhyapith-multiple-campus,Public,,,,,
Janajagriti Campus,Tribhuvan University,047-691012,,,"Bhiman,          ",Sindhuli,Janakpur,"Bhiman, Sindhuli   Sindhuli   Janakpur",Bachelor of Education (B.Ed),http://edusanjal.com/college/janajagriti-campus,Public,,,,,
Marin Multiple Campus,Tribhuvan University,047-690306,,,"Chhapa Maheshwata,         ",Sindhuli,Janakpur,"Chhapa Maheshwata, Sindhuli  Sindhuli   Janakpur",Bachelor of Education (B.Ed),http://edusanjal.com/college/marin-multiple-campus,Public,,,,,
Sunkoshi Campus Sindhuli,Tribhuvan University,047-529190,,,"Ratamata,         ",Sindhuli,Janakpur,"Ratamata, Sindhuli  Sindhuli   Janakpur",Bachelor of Education (B.Ed),http://edusanjal.com/college/sunkoshi-campus-sindhuli,Public,,,,,
Saraswoti Campus Sindhuli,Tribhuvan University,047-690176,,,"Dakaha,         ",Sindhuli,Janakpur,"Dakaha, Sindhuli  Sindhuli   Janakpur",Bachelor of Education (B.Ed),http://edusanjal.com/college/saraswoti-campus-sindhuli,Public,,,,,
Kamala Multiple Campus,Tribhuvan University,9807772143,,,"Dudhauli,         ",Sindhuli,Janakpur,"Dudhauli, Sindhuli  Sindhuli   Janakpur",Bachelor of Education (B.Ed),http://edusanjal.com/college/kamala-multiple-campus,Public,,,,,
Tripureshwar Shiksha Campus,Tribhuvan University,047-690590,,,"Bahuntilpung-3,         ",Sindhuli,Janakpur,"Bahuntilpung-3, Sindhuli  Sindhuli   Janakpur",Bachelor of Education (B.Ed),http://edusanjal.com/college/tripureshwar-shiksha-campus,Public,,,,,
Tinpatan Shiksha Campus,Tribhuvan University,047-690264,,,"Bhimsthan,         ",Sindhuli,Janakpur,"Bhimsthan, Sindhuli  Sindhuli   Janakpur",Bachelor of Education (B.Ed),http://edusanjal.com/college/tinpatan-shiksha-campus,Public,,,,,
Melamchi Valley Campus,Tribhuvan University,,,,"Gyalthum,         ",Sindhupalchok,Bagmati,"Gyalthum, Sindhupalchok  Sindhupalchok   Bagmati",Bachelor of Education (B.Ed),http://edusanjal.com/college/melamchi-valley-campus,Public,,,,,
B.P. Koirala Campus,Tribhuvan University,041-523011,,,         ,Dhanusa,Janakpur,Janakpur   Dhanusa   Janakpur,Bachelor of Education (B.Ed),http://edusanjal.com/college/bp-koirala-campus,Public,,,,,
Indrawati Campus,Tribhuvan University,01-6221248,,,"Melamchi,         ",Sindhupalchok,Bagmati,"Melamchi, Sindhupalchok  Sindhupalchok   Bagmati",Bachelor of Education (B.Ed),http://edusanjal.com/college/indrawati-campus,Public,,,,,
Mangalbare Multiple Campus,Tribhuvan University,027-690689,,,        ,Ilam,Mechi,Ilam  Ilam   Mechi,"Bachelor of Arts-BA,Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/mangalbare-multiple-campus,Public,,,,,
Sunkoshi Multiple Campus Sindhupalchok,Tribhuvan University,"011-495031,9741013000",,,"Lamosangu,         ",Sindhupalchok,Bagmati,"Lamosangu, Sindhupalchok  Sindhupalchok   Bagmati","Bachelor of Education (B.Ed),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/sunkoshi-multiple-campus-sindhupalchok,Public,,,,,
"Bhasha Campus, Dhankuta",Tribhuvan University,026-520583,,,"Kagate,         ",Dhankuta,Koshi,"Kagate, Dhankuta  Dhankuta   Koshi",Bachelor of Business Studies (BBS),http://edusanjal.com/college/bhasha-campus-dhankuta,Public,,,,,
Jitpur Campus,Tribhuvan University,9742005813,,,"Arkhoule Jitpur,         ",Dhankuta,Koshi,"Arkhoule Jitpur, Dhankuta  Dhankuta   Koshi",Bachelor of Education (B.Ed),http://edusanjal.com/college/jitpur-campus,Public,,,,,
Jugal Multiple Campus,Tribhuvan University,,,,"Sagachok,         ",Sindhupalchok,Bagmati,"Sagachok, Sindhupalchok  Sindhupalchok   Bagmati","Bachelor of Arts-BA,Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/jugal-multiple-campus,Public,,,,,
Janakpur Campus,Tribhuvan University,041-522417,,,        ,Dhanusa,Janakpur,Janakpur  Dhanusa   Janakpur,"Bachelor of Education (B.Ed),Master of Education (M.Ed) General",http://edusanjal.com/college/janakpur-campus,Public,,,,,
Gaurishankar Multiple Campus,Tribhuvan University,049-4211240,basnetk11@yahoo.com,http://gaurishankarcampus.edu.np/,"Bhimeshwor Municipality-1, Charikot       ",Dolakha,Janakpur,"Bhimeshwor Municipality-1, Charikot  Dolakha   Janakpur","Bachelor of Arts-BA,Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/gauri-shanker-campus-charikot,Public,,,,,
Dhulabari Campus,"CTEVT,Tribhuvan University",023-560397,,,Dhulabari       ,Jhapa,Mechi,Dhulabari  Jhapa   Mechi,"Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed),TSLC in Civil Engineering (Civil Sub-Overseer)",http://edusanjal.com/college/dhulabari-campus,Public,,,,,
Rampratap Ramprasad Tamang Janata Multiple Campus,Tribhuvan University,033-540013,,,"Ashanpur,         ",Siraha,Sagarmatha,"Ashanpur, Siraha  Siraha   Sagarmatha","Bachelor of Business Studies (BBS),Bachelor of Arts-BA,Bachelor of Education (B.Ed)",http://edusanjal.com/college/rampratap-ramprasad-tamang-janata-multiple-campus,Public,,,,,
Jwala Prasad Syo Wai Devi Murarka Campus,Tribhuvan University,033-560252,,,        ,Siraha,Sagarmatha,Siraha  Siraha   Sagarmatha,"Bachelor of Business Studies (BBS),Bachelor of Arts-BA,Bachelor of Education (B.Ed)",http://edusanjal.com/college/jwala-prasad-syo-wai-devi-murarka-campus,Public,,,,,
Chautara Multiple Campus,Tribhuvan University,011 - 690252,info@chautaracampus.edu.np,http://www.chautaracampus.edu.np/,Chautara       ,Sindhupalchok,Bagmati,Chautara  Sindhupalchok   Bagmati,"Bachelor of Science (B.Sc) General,Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed),Master of Education (M.Ed) General",http://edusanjal.com/college/chautara-multiple-campus,Public,,,,,
Hanumanteshwar Campus,Tribhuvan University,"993490715, 9844061317",,,        ,Dolakha,Janakpur,Dolakha  Dolakha   Janakpur,"Bachelor of Education (B.Ed),B.Ed in Information Communication Technology",http://edusanjal.com/college/hanumanteshwar-campus,Public,,,,,
Kakarvitta Campus,Tribhuvan University,023-562470,,,"Mechinagar-10,Kakarvitta,        ",Jhapa,Mechi,"Mechinagar-10,Kakarvitta,Jhapa  Jhapa   Mechi","Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/kakarvitta-campus,Public,,,,,
Gaurigung Campus,Tribhuvan University,023-620439,,,        ,Jhapa,Mechi,Jhapa  Jhapa   Mechi,Bachelor of Arts-BA,http://edusanjal.com/college/gaurigung-campus,Public,,,,,
Jiri campus,Tribhuvan University,049-690290,,,Jiri       ,Dolakha,Janakpur,Jiri  Dolakha   Janakpur,"Bachelor of Education (B.Ed),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/jiri-campus,Public,,,,,
Kalika Himalaya Campus,Tribhuvan University,010-670159,,,Kalikasthan dhaibung - 5         ,Rasuwa,Bagmati,Kalikasthan dhaibung - 5 Rasuwa  Rasuwa   Bagmati,"Bachelor of Education (B.Ed),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/kalika-himalaya-campus,Public,,,,,
Himal Darshan Campus,Tribhuvan University,038-690324,,,"Necha,         ",Solukhumbu,Sagarmatha,"Necha, Solukhumbu  Solukhumbu   Sagarmatha",Bachelor of Education (B.Ed),http://edusanjal.com/college/himal-darshan-campus,Public,,,,,
Netrawati Samudayik Campus,Tribhuvan University,9751003163,,,"Tripureshor,         ",Dhading,Bagmati,"Tripureshor, Dhading  Dhading   Bagmati",Bachelor of Education (B.Ed),http://edusanjal.com/college/netrawati-samudayik-campus,Public,,,,,
Ranabhubaneshwari Campus,Tribhuvan University,010-680307,,,"Devighat,          ",Nuwakot,Bagmati,"Devighat, Nuwakot   Nuwakot   Bagmati","Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/ranabhubaneshwari-campus,Public,,,,,
Chandeswari Multiple Campus,Tribhuvan University,010-680596,,,"Tupche,          ",Nuwakot,Bagmati,"Tupche, Nuwakot   Nuwakot   Bagmati","Bachelor of Arts-BA,Bachelor of Education (B.Ed)",http://edusanjal.com/college/chandeswari-multiple-campus,Public,,,,,
Nilkantha Multiple Campus,Tribhuvan University,"010-520369, 520106",,,"Nilkantha-3,   Besi       ",Dhading,Bagmati,"Nilkantha-3, Dhading Besi  Dhading   Bagmati","Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed),Master of Education (M.Ed) General,Bachelor of Arts-BA",http://edusanjal.com/college/nilkantha-multiple-campus,Public,,,,,
Salyantar Campus,Tribhuvan University,9741068473,,,"Salyantar,         ",Dhading,Bagmati,"Salyantar, Dhading  Dhading   Bagmati",Bachelor of Education (B.Ed),http://edusanjal.com/college/salyantar-campus,Public,,,,,
Adarsha Multiple Campus,Tribhuvan University,"010-692020, 010-402332",amc_gajuri2063@yahoo.com,,"Gajuri-1, Gajuri Bazar       ",Dhading,Bagmati,"Gajuri-1, Gajuri Bazar  Dhading   Bagmati","Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/adarsha-multiple-campus,Public,,,,,
Tribhuvan Trishuli Multiple College,Tribhuvan University,010- 560850,,,"Trishuli,         ",Nuwakot,Bagmati,"Trishuli, Nuwakot  Nuwakot   Bagmati","Bachelor of Education (B.Ed),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/tribhuvan-trishuli-multiple-college,Public,,,,,
Amar Janashakti Multiple Campus,Tribhuvan University,056-620140,,,"Patihani,        ",Chitwan,Narayani,"Patihani,Chitwan  Chitwan   Narayani","Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/amar-janashakti-multiple-campus,Public,,,,,
Bhuwanishankar Multiple College,Tribhuvan University,056-582545,,,"Khaireni,        ",Chitwan,Narayani,"Khaireni,Chitwan  Chitwan   Narayani","Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/bhuwanishankar-multiple-college,Public,,,,,
Madi Campus Chitwan,Tribhuvan University,056-692557,,,"Basantapur, Madi,         ",Chitwan,Narayani,"Basantapur, Madi, Chitwan  Chitwan   Narayani","Bachelor of Education (B.Ed),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/madi-campus-chitwan,Public,,,,,
Udbuddha College,Tribhuvan University,075-690247,,,"Tansen,         ",Palpa,Lumbini,"Tansen, Palpa  Palpa   Lumbini","Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/udbuddha-college,Public,,,,,
Nawa Adarsha Multiple Campus,Tribhuvan University,075-690465,,,Deurali-1         ,Palpa,Lumbini,Deurali-1 Palpa  Palpa   Lumbini,"Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/nawa-adarsha-multiple-campus,Public,,,,,
Sarbamangala Multiple Campus,Tribhuvan University,"977-011-499058, 499061",highersarbamangala@hotmail.com,,Panchkhal-4       ,Kavrepalanchok,Bagmati,Panchkhal-4  Kavrepalanchok   Bagmati,"Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/sarbamangala-multiple-campus,Public,,,,,
Mandabya Campus,Tribhuvan University,075-690368,,,"Madanpokhara,         ",Palpa,Lumbini,"Madanpokhara, Palpa  Palpa   Lumbini","Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/mandabya-campus,Public,,,,,
Banshgopal Multiple Campus,Tribhuvan University,057-530192,,,"Chaughada, Hetauda, Makawanpur       ",Makwanpur,Narayani,"Chaughada, Hetauda, Makawanpur  Makwanpur   Narayani","Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/banshgopal-multiple-campus,Public,,,,,
Ramapur Campus,Tribhuvan University,071-440401,,,"Dudhraksha,          ",Rupandehi,Lumbini,"Dudhraksha, Rupandehi   Rupandehi   Lumbini","Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/ramapur-campus,Public,,,,,
Uma Badi Adarsha Sherchan College,Tribhuvan University,056-620721,,,"Dibyanagar,         ",Chitwan,Narayani,"Dibyanagar, Chitwan  Chitwan   Narayani","Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/uma-badi-adarsha-sherchan-college,Public,,,,,
Nawalpur Multiple Campus,Tribhuvan University,078-620677,,,Agyauli         ,Nawalparasi,Lumbini,Agyauli Nawalparasi  Nawalparasi   Lumbini,"Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/nawalpur-multiple-campus,Public,,,,,
Abukhairani Campus,Tribhuvan University,065-540452,,,Aanbookhaireni-6       ,Tanahu,Gandaki,Aanbookhaireni-6  Tanahu   Gandaki,"Bachelor of Education (B.Ed),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/abukhairani-campus,Public,,,,,
Pradhumna Paneru Multiple Campus,Tribhuvan University,9846276045,,,"Setidhobhan,Syanja       ",Syangja,Gandaki,"Setidhobhan,Syanja  Syangja   Gandaki",Bachelor of Education (B.Ed),http://edusanjal.com/college/pradhumna-paneru-multiple-campus,Public,,,,,
Janjyoti Campus,Tribhuvan University,065-572455,campusjanjyoti@yahoo.com,,Bhimad       ,Tanahu,Gandaki,Bhimad  Tanahu   Gandaki,"Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/janjyoti-campus,Public,,,,,
Pashupati College,Tribhuvan University,071-560791,,,"Madhawaliya-4 kotihawa,        ",Rupandehi,Lumbini,"Madhawaliya-4 kotihawa,Rupandehi  Rupandehi   Lumbini","Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/pashupati-college,Public,,,,,
Bhanubhakta Multiple Campus,Tribhuvan University,065-570240,,,"Suklagandaki-5, Khaireni, Belchautara       ",Tanahu,Gandaki,"Suklagandaki-5, Khaireni, Belchautara  Tanahu   Gandaki","Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed),Bachelor of Arts-BA,M.Ed Education Planning and Management",http://edusanjal.com/college/bhanubhakta-multiple-campus,Public,,,,,
Tribhuvan Aadarsha Campus,Tribhuvan University,063-420380,,,        ,Syangja,Gandaki,Syangja  Syangja   Gandaki,"Bachelor of Arts-BA,Bachelor of Education (B.Ed),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/tribhuvan-aadarsha-campus,Public,,,,,
Mirmee Multiple Campus,Tribhuvan University,9846159806,,," -8,Mirmee        ",Syangja,Gandaki,"Gandaki-8,Mirmee   Syangja   Gandaki","Bachelor of Arts-BA,Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/mirmee-multiple-campus,Public,,,,,
Kali Gandaki Campus,Tribhuvan University,063-420831,,,"Birgha,         ",Syangja,Gandaki,"Birgha, Syangja  Syangja   Gandaki",Bachelor of Education (B.Ed),http://edusanjal.com/college/kali-gandaki-campus,Public,,,,,
Siddhartha Samudayik Multiple Campus,Tribhuvan University,063-690162,,,"Phedikhola,         ",Syangja,Gandaki,"Phedikhola, Syangja  Syangja   Gandaki","Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/siddhartha-samudayik-multiple-campus,Public,,,,,
Haraiya Multiple Campus,Tribhuvan University,,,,"Rudrapur,         ",Rupandehi,Lumbini,"Rudrapur, Rupandehi  Rupandehi   Lumbini",Bachelor of Education (B.Ed),http://edusanjal.com/college/haraiya-multiple-campus,Public,,,,,
Janajyoti Multiple Campus,Tribhuvan University,055-540136,,,Chandranigahpur       ,Rautahat,Narayani,Chandranigahpur  Rautahat   Narayani,"Bachelor of Arts-BA,Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/janajyoti-multiple-campus,Public,,,,,
Gauri Shankar Yadav Campus,Tribhuvan University,055-520327,,,  Gaur       ,Rautahat,Narayani,Rautahat Gaur  Rautahat   Narayani,"Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/gauri-shankar-yadav-campus,Public,,,,,
Pharsatikar Yagyodaya Multiple Campus,Tribhuvan University,071-693255,,,Farsatikar       ,Rupandehi,Lumbini,Farsatikar  Rupandehi   Lumbini,"Bachelor of Arts-BA,Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/pharsatikar-yagyodaya-multiple-campus,Public,,,,,
Rammani Campus,Tribhuvan University,071-560226,,,"Aanandaban,         ",Rupandehi,Lumbini,"Aanandaban, Rupandehi  Rupandehi   Lumbini","Bachelor of Education (B.Ed),Bachelor of Arts-BA,Bachelor of Business Studies (BBS),Master of Arts (MA) General",http://edusanjal.com/college/rammani-campus,Public,,,,,
