OrganizationName,EducationBoard,ContactNo,Email,Website,StreetAddress,District,Zone,ContactAddress,HighSchoolCourses,Link,Funding,FacebookLink,GooglePlusLink,TwitterLink,YoutubeLink,OtherLinks
Bhawani Higher Secondary School Sindhuli,HSEB,47-520193,,,"Bhimsthan,         ",Sindhuli,Janakpur,"Bhimsthan, Sindhuli  Sindhuli   Janakpur","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/bhawani-higher-secondary-school-sindhuli,Public,,,,,
Ramgulam Janta Higher Secondary School,HSEB,9844046498,,,"Bhandsar,         ",Sarlahi,Janakpur,"Bhandsar, Sarlahi  Sarlahi   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/ramgulam-janta-higher-secondary-school,Public,,,,,
Navajanjagaran Higher Secondary School,HSEB,046-540122,,,"Rajghat, Shankarpur,         ",Sarlahi,Janakpur,"Rajghat, Shankarpur, Sarlahi  Sarlahi   Janakpur","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/navajanjagaran-higher-secondary-school,Public,,,,,
Shishukalyan Janata Higher Secondary School,HSEB,98440807867,,,"Haribhawan,Karahiya,         ",Sarlahi,Janakpur,"Haribhawan,Karahiya, Sarlahi  Sarlahi   Janakpur","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/shishukalyan-janata-higher-secondary-school,Public,,,,,
Keshwar Garib Janata Higher Secondary School,HSEB,9851071097,,,        ,Sarlahi,Janakpur,Sarlahi  Sarlahi   Janakpur,"Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/keshwar-garib-janata-higher-secondary-school,Public,,,,,
Kapilakot Higher Secondary School,HSEB,20101,,,"Mahadevsthan,         ",Sindhuli,Janakpur,"Mahadevsthan, Sindhuli  Sindhuli   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/kapilakot-higher-secondary-school,Public,,,,,
Balgovinda Janata Higher Secondary School,HSEB,,,,"Pipariya,         ",Sarlahi,Janakpur,"Pipariya, Sarlahi  Sarlahi   Janakpur","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/balgovinda-janata-higher-secondary-school,Public,,,,,
Pragatishil Higher Secondary School Sindhuli,HSEB,29190,,,"Jhagajholi, Ratmata,         ",Sindhuli,Janakpur,"Jhagajholi, Ratmata, Sindhuli  Sindhuli   Janakpur","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/pragatishil-higher-secondary-school-sindhuli,Public,,,,,
Chandrawati Higher Secondary School Sindhuli,HSEB,520438,,,"Belghari,         ",Sindhuli,Janakpur,"Belghari, Sindhuli  Sindhuli   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/chandrawati-higher-secondary-school-sindhuli,Public,,,,,
Saraswati Higher Secondary School Sindhuli,HSEB,,,,"Dakaha,         ",Sindhuli,Janakpur,"Dakaha, Sindhuli  Sindhuli   Janakpur","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management,Ten Plus Two Science",http://edusanjal.com/college/saraswati-higher-secondary-school-sindhuli,Public,,,,,
Janta English Boarding Higher Secondary School,HSEB,"47-520214,4493711",,,"Ratamata,         ",Sindhuli,Janakpur,"Ratamata, Sindhuli  Sindhuli   Janakpur",Ten Plus Two Management,http://edusanjal.com/college/janta-english-boarding-higher-secondary-school,Public,,,,,
Jana Jyoti Higher Secondary School Sindhuli,HSEB,,,,"Khurkot,         ",Sindhuli,Janakpur,"Khurkot, Sindhuli  Sindhuli   Janakpur","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/jana-jyoti-higher-secondary-school-sindhuli,Public,,,,,
Jan Jyoti Higher Secondary School Sindhuli,HSEB,47-520216,,,"Phosretar,         ",Sindhuli,Janakpur,"Phosretar, Sindhuli  Sindhuli   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/jan-jyoti-higher-secondary-school-sindhuli,Public,,,,,
Siddhasthali English Boarding Higher Secondary School,HSEB,47-520296,,,"Kamalamai,         ",Sindhuli,Janakpur,"Kamalamai, Sindhuli  Sindhuli   Janakpur","Ten Plus Two Management,Ten Plus Two Science",http://edusanjal.com/college/siddhasthali-english-boarding-higher-secondary-school,Public,,,,,
Bengkateshwar Higher Secondary School,HSEB,,,,"Bahuntilpung-3,         ",Sindhuli,Janakpur,"Bahuntilpung-3, Sindhuli  Sindhuli   Janakpur","Ten Plus Two Humanities,Ten Plus Two Education",http://edusanjal.com/college/bengkateshwar-higher-secondary-school,Public,,,,,
Kuseshwor Vidhkyapith Higher Secondary School,HSEB,,,,"Dumja,         ",Sindhuli,Janakpur,"Dumja, Sindhuli  Sindhuli   Janakpur","Ten Plus Two Education,Ten Plus Two Humanities",http://edusanjal.com/college/kuseshwor-vidhkyapith-higher-secondary-school,Public,,,,,
Ganesh Higher Secondary School Sindhuli,HSEB,,,,Majhuwa       ,Sindhuli,Janakpur,Majhuwa  Sindhuli   Janakpur,Ten Plus Two Management,http://edusanjal.com/college/ganesh-higher-secondary-school-sindhuli,Public,,,,,
Sunkoshi Higher Secondary School Sindhuli,HSEB,,,,"Khangsang,         ",Sindhuli,Janakpur,"Khangsang, Sindhuli  Sindhuli   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/sunkoshi-higher-secondary-school-sindhuli,Public,,,,,
Kalika Higher Secondary School Sindhuli,HSEB,047-690146,,,"Ranichuri, Sundhuli       ",Sindhuli,Janakpur,"Ranichuri, Sundhuli  Sindhuli   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/kalika-higher-secondary-school-sindhuli,Public,,,,,
Jan Jagariti Higher Secondary School,HSEB,,,,Nibuwatar         ,Sindhuli,Janakpur,Nibuwatar Sindhuli  Sindhuli   Janakpur,Ten Plus Two Education,http://edusanjal.com/college/jan-jagariti-higher-secondary-school,Public,,,,,
Kamada Higher Secondary School,HSEB,01-4432566,,,"Dudbhanjyang 8,         ",Sindhuli,Janakpur,"Dudbhanjyang 8, Sindhuli  Sindhuli   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/kamada-higher-secondary-school,Public,,,,,
Jan Jagaran Higher Secondary School,HSEB,035-450149,,,"Harshahi,         ",Sindhuli,Janakpur,"Harshahi, Sindhuli  Sindhuli   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/jan-jagaran-higher-secondary-school,Public,,,,,
Kaushika Higher Secondary School,HSEB,047-690563,,,"Gwaltar,         ",Sindhuli,Janakpur,"Gwaltar, Sindhuli  Sindhuli   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/kaushika-higher-secondary-school,Public,,,,,
Netrakali Higher Secondary School,HSEB,047-520593,,,"Aapdanda,         ",Sindhuli,Janakpur,"Aapdanda, Sindhuli  Sindhuli   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/netrakali-higher-secondary-school,Public,,,,,
Shankareshwor Higher Secondary School,HSEB,,,,"Marin, Jakhani,         ",Sindhuli,Janakpur,"Marin, Jakhani, Sindhuli  Sindhuli   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/shankareshwor-higher-secondary-school,Public,,,,,
Chandeshwori Higher Secondary School Sindhuli,HSEB,047-690198,,,"Marid Dandhi,         ",Sindhuli,Janakpur,"Marid Dandhi, Sindhuli  Sindhuli   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/chandeshwori-higher-secondary-school-sindhuli,Public,,,,,
Prabhat Higher Secondary School Sindhuli,HSEB,041-693023,,,"Mathildo, Ranibas       ",Sindhuli,Janakpur,"Mathildo, Ranibas  Sindhuli   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/prabhat-higher-secondary-school-sindhuli,Public,,,,,
Saraswati Higher Secondary School Shankhatar Sindhuli,HSEB,033-620688,,,"Shankhatar,         ",Sindhuli,Janakpur,"Shankhatar, Sindhuli  Sindhuli   Janakpur","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/saraswati-higher-secondary-school-shankhatar-sindhuli,Public,,,,,
Kyaneshwar Higher Secondary School,HSEB,047-690446,,,"Kyankhola,         ",Sindhuli,Janakpur,"Kyankhola, Sindhuli  Sindhuli   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/kyaneshwar-higher-secondary-school,Public,,,,,
Sharada Higher Secondary School Sindhuli,HSEB,,,,Bekhtadi Tinkanya         ,Sindhuli,Janakpur,Bekhtadi Tinkanya Sindhuli  Sindhuli   Janakpur,"Ten Plus Two Humanities,Ten Plus Two Education",http://edusanjal.com/college/sharada-higher-secondary-school-sindhuli,Public,,,,,
Phikal Higher Secondary School,HSEB,047-690336,,,"Solpa Bhanjyang,         ",Sindhuli,Janakpur,"Solpa Bhanjyang, Sindhuli  Sindhuli   Janakpur","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/phikal-higher-secondary-school,Public,,,,,
Bhagawati English Higher Secondary School Sindhuli,HSEB,9844042500,,,"Kamalamai,         ",Sindhuli,Janakpur,"Kamalamai, Sindhuli  Sindhuli   Janakpur","Ten Plus Two Management,Ten Plus Two Science",http://edusanjal.com/college/bhagawati-english-higher-secondary-school,Public,,,,,
Janata Higher Secondary School Sindhuli,HSEB,"47-520214,4493711",,,"Chandanpur,         ",Sindhuli,Janakpur,"Chandanpur, Sindhuli  Sindhuli   Janakpur","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/janata-higher-secondary-school-sindhuli,Public,,,,,
Dirgha Pradip Higher Secondary School,HSEB,047-690445,,,"Sittalpati 9, Khalte,         ",Sindhuli,Janakpur,"Sittalpati 9, Khalte, Sindhuli  Sindhuli   Janakpur","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/dirgha-pradip-higher-secondary-school,Public,,,,,
Shree Jalakanya Higher Secondary School,HSEB,047-690045,,,"Chapuli,         ",Sindhuli,Janakpur,"Chapuli, Sindhuli  Sindhuli   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/shree-jalakanya-higher-secondary-school,Public,,,,,
Kamala Higher Secondary School,HSEB,9744019572,,,"Mainitandi,         ",Sindhuli,Janakpur,"Mainitandi, Sindhuli  Sindhuli   Janakpur","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/kamala-higher-secondary-school,Public,,,,,
Janapremi Higher Secondary School,HSEB,9744016866,,,"Syangti,         ",Sindhuli,Janakpur,"Syangti, Sindhuli  Sindhuli   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/janapremi-higher-secondary-school,Public,,,,,
Kundeshwor Higher Secondary School,HSEB,9744030989,,,"Besarebeshi,         ",Sindhuli,Janakpur,"Besarebeshi, Sindhuli  Sindhuli   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/kundeshwor-higher-secondary-school,Public,,,,,
Chandika Higher Secondary School Sindhuli,HSEB,047-690878,,,"Chanaute,         ",Sindhuli,Janakpur,"Chanaute, Sindhuli  Sindhuli   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/chandika-higher-secondary-school-sindhuli,Public,,,,,
Manthali Higher Secondary School,HSEB,29317,,http://mhss.edu.np/,Manthali       ,Ramechhap,Janakpur,Manthali  Ramechhap   Janakpur,"Ten Plus Two Education,Ten Plus Two Management,Ten Plus Two Science",http://edusanjal.com/college/manthali-higher-secondary-school,Public,,,,,
Gauri Shankar Higher Secondary School Ramechhap,HSEB,20313,,,"  Bazar,         ",Ramechhap,Janakpur,"Ramechhap Bazar, Ramechhap  Ramechhap   Janakpur","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/gauri-shankar-higher-secondary-school,Public,,,,,
Tamakoshi Janajagriti Higher Secondary School,HSEB,,,,"Khimti,         ",Ramechhap,Janakpur,"Khimti, Ramechhap  Ramechhap   Janakpur","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/tamakoshi-janajagriti-higher-secondary-school,Public,,,,,
Siddheshwar Higher Secondary School Ramechhap,HSEB,29300,,,"Bamti,         ",Ramechhap,Janakpur,"Bamti, Ramechhap  Ramechhap   Janakpur","Ten Plus Two Science,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/siddheshwar-higher-secondary-school-ramechhap,Public,,,,,
Prayageshwor Higher Secondary School,HSEB,,,,"Pakarbas,         ",Ramechhap,Janakpur,"Pakarbas, Ramechhap  Ramechhap   Janakpur","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/prayageshwor-higher-secondary-school,Public,,,,,
Kakling Higher Secondary School,HSEB,019-530500,,,"Doramba, Ramechap       ",Ramechhap,Janakpur,"Doramba, Ramechap  Ramechhap   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/kakling-higher-secondary-school,Public,,,,,
Kusheshwor Higher Secondary School,HSEB,663078,,,"Bethan,         ",Ramechhap,Janakpur,"Bethan, Ramechhap  Ramechhap   Janakpur","Ten Plus Two Humanities,Ten Plus Two Education",http://edusanjal.com/college/kusheshwor-higher-secondary-school,Public,,,,,
Him Ganga Higher Secondary School,HSEB,,,,"Sangutar,         ",Ramechhap,Janakpur,"Sangutar, Ramechhap  Ramechhap   Janakpur","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/him-ganga-higher-secondary-school,Public,,,,,
Khada Devi Higher Secondary School,HSEB,,,,"Majhowa,         ",Ramechhap,Janakpur,"Majhowa, Ramechhap  Ramechhap   Janakpur","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/khada-devi-higher-secondary-school,Public,,,,,
Sharada Higher Secondary School Ramechhap,HSEB,529360-529366,,,"Thosebazar, Ramechap       ",Ramechhap,Janakpur,"Thosebazar, Ramechap  Ramechhap   Janakpur","Ten Plus Two Science,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/sharada-higher-secondary-school-ramechhap,Public,,,,,
Nava Darshan Higher Secondary School,HSEB,,,,"Tilpung, Katahare,         ",Ramechhap,Janakpur,"Tilpung, Katahare, Ramechhap  Ramechhap   Janakpur","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/nava-darshan-higher-secondary-school,Public,,,,,
Surke Deurali Higher Secondary School,HSEB,9741006562,,,"Surke,         ",Ramechhap,Janakpur,"Surke, Ramechhap  Ramechhap   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/surke-deurali-higher-secondary-school,Public,,,,,
Shatlingeshwor Higher Secondary School,HSEB,01-6226345,,,"Gunsi,         ",Ramechhap,Janakpur,"Gunsi, Ramechhap  Ramechhap   Janakpur","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/shatlingeshwor-higher-secondary-school,Public,,,,,
Tripureshwor Higher Secondary School,HSEB,,,,"Duragaun,         ",Ramechhap,Janakpur,"Duragaun, Ramechhap  Ramechhap   Janakpur","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/tripureshwor-higher-secondary-school,Public,,,,,
Krishna Barneshwar Higher Secondary School,HSEB,9841413249,,,"Manpur,         ",Ramechhap,Janakpur,"Manpur, Ramechhap  Ramechhap   Janakpur","Ten Plus Two Education,Ten Plus Two Humanities",http://edusanjal.com/college/krishna-barneshwar-higher-secondary-school,Public,,,,,
Janajagrit Higher Secondary School Ramechhap,HSEB,530503,,,"Betali, Ramechap       ",Ramechhap,Janakpur,"Betali, Ramechap  Ramechhap   Janakpur","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/janajagrit-higher-secondary-school-ramechhap,Public,,,,,
Kalidevi Higher Secondary School,HSEB,,,,"Pokhari Bhanjyang,         ",Ramechhap,Janakpur,"Pokhari Bhanjyang, Ramechhap  Ramechhap   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/kalidevi-higher-secondary-school,Public,,,,,
Chandeshwori Higher Secondary School Ramechhap,HSEB,048-690162,,,"Pipalchaur, Saipu,         ",Ramechhap,Janakpur,"Pipalchaur, Saipu, Ramechhap  Ramechhap   Janakpur","Ten Plus Two Education,Ten Plus Two Humanities",http://edusanjal.com/college/chandeshwori-higher-secondary-school-ramechhap,Public,,,,,
Mahalangur Higher Secondary School,HSEB,048-690416,,,"Gumdel,         ",Ramechhap,Janakpur,"Gumdel, Ramechhap  Ramechhap   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/mahalangur-higher-secondary-school,Public,,,,,
Bal Higher Secondary School Ramechhap,HSEB,048-690339,,,"Bhirkot,         ",Ramechhap,Janakpur,"Bhirkot, Ramechhap  Ramechhap   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/bal-higher-secondary-school,Public,,,,,
Bhimeshwar Rudra Higher Secondary School,HSEB,,,,"Chisapani,         ",Ramechhap,Janakpur,"Chisapani, Ramechhap  Ramechhap   Janakpur","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/bhimeshwar-rudra-higher-secondary-school,Public,,,,,
Bharatee Higher Secondary School,HSEB,,,,"Magarpa Bhadaure,         ",Ramechhap,Janakpur,"Magarpa Bhadaure, Ramechhap  Ramechhap   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/bharatee-higher-secondary-school,Public,,,,,
Jatteswory Higher Secondary School,HSEB,,,,"Chuchure,         ",Ramechhap,Janakpur,"Chuchure, Ramechhap  Ramechhap   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/jatteswory-higher-secondary-school,Public,,,,,
Krishna Higher Secondary School Ramechhap,HSEB,9744000268,,,"Timu Khandadevi,         ",Ramechhap,Janakpur,"Timu Khandadevi, Ramechhap  Ramechhap   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/krishna-higher-secondary-school-ramechhap,Public,,,,,
Rudra Ksheshwar Higher Secondary School,HSEB,048-690375,,,"Mugitarbhatauli,         ",Ramechhap,Janakpur,"Mugitarbhatauli, Ramechhap  Ramechhap   Janakpur","Ten Plus Two Humanities,Ten Plus Two Education",http://edusanjal.com/college/rudra-ksheshwar-higher-secondary-school,Public,,,,,
Nilkantheswar Higher Secondary School,HSEB,048-690173,,,"Kathjor,         ",Ramechhap,Janakpur,"Kathjor, Ramechhap  Ramechhap   Janakpur","Ten Plus Two Humanities,Ten Plus Two Education",http://edusanjal.com/college/nilkantheswar-higher-secondary-school,Public,,,,,
Chandeshwari Higher Secondary School Ramechhap,HSEB,048-690383÷9741198688,,,"Gothpani,         ",Ramechhap,Janakpur,"Gothpani, Ramechhap  Ramechhap   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/chandeshwari-higher-secondary-school,Public,,,,,
Krishnapuri Higher Secondary School,HSEB,9741203728,,,"Khaniyapani, Rupakot,         ",Ramechhap,Janakpur,"Khaniyapani, Rupakot, Ramechhap  Ramechhap   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/krishnapuri-higher-secondary-school,Public,,,,,
Pashupati Higher Secondary School Ramechhap,HSEB,974111881/9841397372,,,"Nagsiwa,         ",Ramechhap,Janakpur,"Nagsiwa, Ramechhap  Ramechhap   Janakpur","Ten Plus Two Humanities,Ten Plus Two Education",http://edusanjal.com/college/pashupati-higher-secondary-school-ramechhap,Public,,,,,
Gokul Ganga Higher Secondary School,HSEB,9741024615/9747125303,,,"Rasnalu, Patle,         ",Ramechhap,Janakpur,"Rasnalu, Patle, Ramechhap  Ramechhap   Janakpur",Ten Plus Two Education,http://edusanjal.com/college/gokul-ganga-higher-secondary-school,Public,,,,,
Jiri Higher Secondary School,HSEB,049-400082,jirihss@yahoo.com,,"Manedanda Bazar, Ward No. 9 Jiri       ",Dolakha,Janakpur,"Manedanda Bazar, Ward No. 9 Jiri  Dolakha   Janakpur","Ten Plus Two Science,Ten Plus Two Management,Ten Plus Two Humanities,Ten Plus Two Education",http://edusanjal.com/college/jiri-higher-secondary-school,Public,,,,,
Kamala Devi Higher Secondary School,HSEB,9745203139,,,"Namadi,         ",Ramechhap,Janakpur,"Namadi, Ramechhap  Ramechhap   Janakpur","Ten Plus Two Humanities,Ten Plus Two Education",http://edusanjal.com/college/kamala-devi-higher-secondary-school,Public,,,,,
